model,config,assay,delta,snr
15B,int8_wo,A0A2Z5U3Z0_9INFA_Wu_2014,0.0002449770809713758,21.472186763403744
15B,int8_wo,A4D664_9INFA_Soh_2019,-0.005348318143981179,10.11299768315958
15B,int8_wo,A4GRB6_PSEAI_Chen_2020,0.0006312552532817817,22.29013151330663
15B,int8_wo,A4_HUMAN_Seuma_2022,-0.01082043082665951,11.227366718176402
15B,int8_wo,AACC1_PSEAI_Dandage_2018,-0.0012327437760624171,26.3909970400972
15B,int8_wo,ACE2_HUMAN_Chan_2020,0.004446477526898807,26.095802278621495
15B,int8_wo,ADRB2_HUMAN_Jones_2020,-0.0007004152503452543,33.87086100615296
15B,int8_wo,AICDA_HUMAN_Gajula_2014_3cycles,0.010565344704123014,31.75284621465457
15B,int8_wo,AMFR_HUMAN_Tsuboyama_2023_4G3O,-0.0038126286288312494,40.10564749869217
15B,int8_wo,AMIE_PSEAE_Wrenbeck_2017,0.007470909664004877,12.957461866156468
15B,int8_wo,ANCSZ_Hobbs_2022,-0.0001381225917826967,37.62417508378418
15B,int8_wo,ARGR_ECOLI_Tsuboyama_2023_1AOY,-0.007058040380388486,9.428135921894148
15B,int8_wo,B2L11_HUMAN_Dutta_2010_binding-Mcl-1,0.008226234870119697,20.800939781577224
15B,int8_wo,BBC1_YEAST_Tsuboyama_2023_1TG0,0.002882818709923518,35.608818433243314
15B,int8_wo,BCHB_CHLTE_Tsuboyama_2023_2KRU,0.002349897770170528,23.64451876259938
15B,int8_wo,BLAT_ECOLX_Deng_2012,0.007374786861332805,16.215272099682736
15B,int8_wo,BLAT_ECOLX_Firnberg_2014,0.009511277365240378,16.242233601582942
15B,int8_wo,BLAT_ECOLX_Jacquier_2013,0.009652471905676419,13.742672504909581
15B,int8_wo,BLAT_ECOLX_Stiffler_2015,0.009928560761288507,16.215272099682736
15B,int8_wo,C6KNH7_9INFA_Lee_2018,-0.0033073111319347204,14.941728082829446
15B,int8_wo,CALM1_HUMAN_Weile_2017,-0.00044834981213898173,17.709516947446577
15B,int8_wo,CAPSD_AAV2S_Sinai_2021,-0.022380615547205898,7.710460517022293
15B,int8_wo,CASP3_HUMAN_Roychowdhury_2020,0.005215895465685461,18.559708290776594
15B,int8_wo,CASP7_HUMAN_Roychowdhury_2020,0.0007279265596477069,21.864976804793333
15B,int8_wo,CATR_CHLRE_Tsuboyama_2023_2AMI,0.0022585979598644945,34.2074663951574
15B,int8_wo,CBPA2_HUMAN_Tsuboyama_2023_1O6X,-0.002180126835727658,38.966471429615915
15B,int8_wo,CBS_HUMAN_Sun_2020,5.570540893523601e-05,17.611042169435237
15B,int8_wo,CBX4_HUMAN_Tsuboyama_2023_2K28,-0.00121890404712377,30.039534905939643
15B,int8_wo,CCDB_ECOLI_Adkar_2012,0.005001019515000815,17.10080916479365
15B,int8_wo,CCDB_ECOLI_Tripathi_2016,0.0006283118730016635,16.834864953660304
15B,int8_wo,CCR5_HUMAN_Gill_2023,-2.31497340636988e-05,33.66014215882379
15B,int8_wo,CD19_HUMAN_Klesmith_2019_FMC_singles,0.00034192116547329676,10.745748543626917
15B,int8_wo,CP2C9_HUMAN_Amorosi_2021_abundance,0.002342705746299356,26.99681555831703
15B,int8_wo,CP2C9_HUMAN_Amorosi_2021_activity,0.0029608240112727335,26.954120881193557
15B,int8_wo,CSN4_MOUSE_Tsuboyama_2023_1UFM,0.0023984732698564826,48.8093734432306
15B,int8_wo,CUE1_YEAST_Tsuboyama_2023_2MYX,0.0005382107911978129,24.8105617458633
15B,int8_wo,D7PM05_CLYGR_Somermeyer_2022,-0.02218717505869952,3.861555487433305
15B,int8_wo,DLG4_HUMAN_Faure_2021,0.0009423765171945875,35.6658592660628
15B,int8_wo,DLG4_RAT_McLaughlin_2012,0.0012986276419477139,22.362895387840606
15B,int8_wo,DN7A_SACS2_Tsuboyama_2023_1JIC,-0.0012649218925914196,10.762698854875845
15B,int8_wo,DNJA1_HUMAN_Tsuboyama_2023_2LO1,0.0027161383749598755,48.66181576732626
15B,int8_wo,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,0.0004920194686498514,48.2842591437984
15B,int8_wo,DYR_ECOLI_Nguyen_2023,0.0012068909169817843,57.48027309234205
15B,int8_wo,DYR_ECOLI_Thompson_2019,0.00013076315207738443,51.76849084144312
15B,int8_wo,ENVZ_ECOLI_Ghose_2023,-0.0047200339697873045,16.28069388299102
15B,int8_wo,ENV_HV1B9_DuenasDecamp_2016,0.004809521840767911,7.065058541525997
15B,int8_wo,ENV_HV1BR_Haddox_2016,-0.008981872859294499,3.238571596496225
15B,int8_wo,EPHB2_HUMAN_Tsuboyama_2023_1F0M,0.0013762546376555607,57.594904237126094
15B,int8_wo,ESTA_BACSU_Nutschel_2020,-0.0004551992119672388,25.753945164644684
15B,int8_wo,F7YBW8_MESOW_Aakre_2015,0.0020338157893683984,35.998234097319525
15B,int8_wo,F7YBW8_MESOW_Ding_2023,-0.0003369323174146066,86.63584825745053
15B,int8_wo,FECA_ECOLI_Tsuboyama_2023_2D1U,-0.0020876853626977665,22.90328019440592
15B,int8_wo,FKBP3_HUMAN_Tsuboyama_2023_2KFV,-0.01668773632713849,10.073284828752481
15B,int8_wo,GAL4_YEAST_Kitzman_2015,0.0008455979360725285,30.643836052930777
15B,int8_wo,GCN4_YEAST_Staller_2018,-0.0008861732659662946,53.45834376850979
15B,int8_wo,GDIA_HUMAN_Silverstein_2021,0.0017538185303622722,21.96035012021143
15B,int8_wo,GFP_AEQVI_Sarkisyan_2016,-0.02972481991223297,3.2960511409262874
15B,int8_wo,GLPA_HUMAN_Elazar_2016,0.002029067937241502,23.966156042666636
15B,int8_wo,GRB2_HUMAN_Faure_2021,-0.0021915185701218975,34.65732750495631
15B,int8_wo,HCP_LAMBD_Tsuboyama_2023_2L6Q,-0.002234211348841497,23.199056122107333
15B,int8_wo,HECD1_HUMAN_Tsuboyama_2023_3DKM,0.01020692810800683,20.328700739774114
15B,int8_wo,HEM3_HUMAN_Loggerenberg_2023,-7.648986091651766e-05,36.789571798176645
15B,int8_wo,HIS7_YEAST_Pokusaeva_2019,-0.017561356982530585,11.1492057958917
15B,int8_wo,HMDH_HUMAN_Jiang_2019,0.00034690568056128246,18.991972644250556
15B,int8_wo,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,0.0022991051798718076,22.425707674488113
15B,int8_wo,HSP82_YEAST_Flynn_2019,0.00029306740355505845,20.869460916885128
15B,int8_wo,HSP82_YEAST_Mishra_2016,-0.0003738369697073307,25.095408217186613
15B,int8_wo,HXK4_HUMAN_Gersing_2022_activity,0.0015829217504914617,23.234600686259565
15B,int8_wo,HXK4_HUMAN_Gersing_2023_abundance,-0.0004311282441422093,23.23322941334019
15B,int8_wo,I6TAH8_I68A0_Doud_2015,-0.0328631698139014,2.3664309186419734
15B,int8_wo,IF1_ECOLI_Kelsic_2016,0.0006530783211005087,36.91600338840299
15B,int8_wo,ILF3_HUMAN_Tsuboyama_2023_2L33,0.0002468597074423984,18.263331401484585
15B,int8_wo,ISDH_STAAW_Tsuboyama_2023_2LHR,-0.00040065380651471694,18.87857380337905
15B,int8_wo,KCNE1_HUMAN_Muhammad_2023_expression,-0.004688176546153708,19.51184970528547
15B,int8_wo,KCNE1_HUMAN_Muhammad_2023_function,-0.002442567419851105,19.512675186440408
15B,int8_wo,KCNJ2_MOUSE_Coyote-Maestas_2022_function,7.006732247288872e-05,33.53991362070466
15B,int8_wo,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,-5.992903172358233e-05,33.46793082858988
15B,int8_wo,KKA2_KLEPN_Melnikov_2014,-0.0002552476963689765,28.15442013614243
15B,int8_wo,LGK_LIPST_Klesmith_2015,-0.0008838513150943861,31.56155092096286
15B,int8_wo,LYAM1_HUMAN_Elazar_2016,-0.005709139094395299,16.35788635677119
15B,int8_wo,MAFG_MOUSE_Tsuboyama_2023_1K1V,0.044184959791981726,8.104546593803766
15B,int8_wo,MBD11_ARATH_Tsuboyama_2023_6ACV,0.0003808334817541059,29.318102827818365
15B,int8_wo,MET_HUMAN_Estevam_2023,0.0014055258397782655,38.96762444237042
15B,int8_wo,MK01_HUMAN_Brenan_2016,0.0021010007647316864,29.284022930531552
15B,int8_wo,MLAC_ECOLI_MacRae_2023,-1.1663488809598999e-05,33.767665850018524
15B,int8_wo,MSH2_HUMAN_Jia_2020,0.004228189564915885,14.758354283914356
15B,int8_wo,MTH3_HAEAE_RockahShmuel_2015,-0.0008242847944847087,37.48899244664317
15B,int8_wo,MTHR_HUMAN_Weile_2021,0.0018150598980488097,21.13965520169647
15B,int8_wo,MYO3_YEAST_Tsuboyama_2023_2BTT,0.0006910187760424125,20.06449190837257
15B,int8_wo,NCAP_I34A1_Doud_2015,-0.02640894172146431,2.672653180105125
15B,int8_wo,NKX31_HUMAN_Tsuboyama_2023_2L9R,-0.004112984103742501,38.3882532841478
15B,int8_wo,NRAM_I33A0_Jiang_2016,0.0011289603868683828,13.151198360949465
15B,int8_wo,NUD15_HUMAN_Suiter_2020,0.008796905379243825,17.469196719460662
15B,int8_wo,NUSA_ECOLI_Tsuboyama_2023_1WCL,0.004037888322447891,43.42309185805487
15B,int8_wo,NUSG_MYCTU_Tsuboyama_2023_2MI6,0.008189293373557893,29.11570910115229
15B,int8_wo,OBSCN_HUMAN_Tsuboyama_2023_1V1C,0.00021966312339694039,27.46713393468276
15B,int8_wo,ODP2_GEOSE_Tsuboyama_2023_1W4G,-0.004203576212734594,28.64017052982989
15B,int8_wo,OPSD_HUMAN_Wan_2019,0.003467128020750221,23.806063611151927
15B,int8_wo,OTC_HUMAN_Lo_2023,0.0017001261995082118,32.818620541347656
15B,int8_wo,OTU7A_HUMAN_Tsuboyama_2023_2L2D,-0.011602722787389663,7.132107881177138
15B,int8_wo,OXDA_RHOTO_Vanella_2023_activity,0.0003430721181250096,25.645537887714283
15B,int8_wo,OXDA_RHOTO_Vanella_2023_expression,0.0018781233260468655,25.94165650727317
15B,int8_wo,P53_HUMAN_Giacomelli_2018_Null_Etoposide,-0.0005033949151929118,33.82883979322543
15B,int8_wo,P53_HUMAN_Giacomelli_2018_Null_Nutlin,-0.00040031748916580234,33.82883979322543
15B,int8_wo,P53_HUMAN_Giacomelli_2018_WT_Nutlin,0.00018335811613268138,33.82883979322543
15B,int8_wo,P53_HUMAN_Kotler_2018,0.0021667185121271304,36.63517013643564
15B,int8_wo,P84126_THETH_Chan_2017,-0.0019349264030058544,13.912811835977477
15B,int8_wo,PABP_YEAST_Melamed_2013,-0.004532656339840457,27.267491669874595
15B,int8_wo,PAI1_HUMAN_Huttinger_2021,0.0009248349605097128,19.257132848053338
15B,int8_wo,PA_I34A1_Wu_2015,-0.006464208867649424,5.6157801880849005
15B,int8_wo,PHOT_CHLRE_Chen_2023,0.0030302594864871635,35.93790146218554
15B,int8_wo,PIN1_HUMAN_Tsuboyama_2023_1I6C,-0.005375379244741185,15.47411885421142
15B,int8_wo,PITX2_HUMAN_Tsuboyama_2023_2L7M,-0.0009452675140135813,44.54381688510459
15B,int8_wo,PKN1_HUMAN_Tsuboyama_2023_1URF,-0.0016021997962075984,21.22095118936356
15B,int8_wo,POLG_DEN26_Suphatrakul_2023,-0.0012369397429375373,16.924900087700085
15B,int8_wo,POLG_PESV_Tsuboyama_2023_2MXD,0.03776819607999349,8.988214501057717
15B,int8_wo,PPARG_HUMAN_Majithia_2016,-0.0003126811425845366,35.215404841410596
15B,int8_wo,PPM1D_HUMAN_Miller_2022,0.00032731420207610107,27.178475785159264
15B,int8_wo,PR40A_HUMAN_Tsuboyama_2023_1UZC,-0.005822692220723069,16.774025668477794
15B,int8_wo,PRKN_HUMAN_Clausen_2023,0.00015599250695075284,26.14063584512141
15B,int8_wo,PSAE_PICP2_Tsuboyama_2023_1PSE,0.0028807880483152637,27.131132955792456
15B,int8_wo,PTEN_HUMAN_Matreyek_2021,0.005713104834133509,14.545908783468315
15B,int8_wo,PTEN_HUMAN_Mighell_2018,0.006669094337533099,14.227486901374464
15B,int8_wo,Q2N0S5_9HIV1_Haddox_2018,-0.004736734641957507,4.065780060251675
15B,int8_wo,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,-0.0034484975956192154,14.345978082760633
15B,int8_wo,Q53Z42_HUMAN_McShan_2019_expression,-0.007311575349369881,14.345978082760633
15B,int8_wo,Q59976_STRSQ_Romero_2015,-0.0024968850071036552,27.24781588376364
15B,int8_wo,Q6WV12_9MAXI_Somermeyer_2022,-0.006834333956999301,2.657785983698718
15B,int8_wo,Q837P4_ENTFA_Meier_2023,-5.145747794310651e-05,29.3231368303557
15B,int8_wo,Q837P5_ENTFA_Meier_2023,-0.001221056461412795,27.42127157831009
15B,int8_wo,Q8WTC7_9CNID_Somermeyer_2022,-0.016079900218584197,3.9437240565649483
15B,int8_wo,R1AB_SARS2_Flynn_2022,-0.0016454355081736427,13.341298030774773
15B,int8_wo,RAD_ANTMA_Tsuboyama_2023_2CJJ,-0.006650371886233519,35.17223729175163
15B,int8_wo,RAF1_HUMAN_Zinkus-Boltz_2019,0.0032256629088308064,23.52051583288119
15B,int8_wo,RASH_HUMAN_Bandaru_2017,0.004414986659810383,26.461250792901343
15B,int8_wo,RASK_HUMAN_Weng_2022_abundance,0.005113589934301804,32.994192098388964
15B,int8_wo,RASK_HUMAN_Weng_2022_binding-DARPin_K55,0.001306697674215207,32.97463023880007
15B,int8_wo,RBP1_HUMAN_Tsuboyama_2023_2KWH,-0.001636337034371771,11.79349094357214
15B,int8_wo,RCD1_ARATH_Tsuboyama_2023_5OAO,-0.002915278965192669,30.898924868577012
15B,int8_wo,RCRO_LAMBD_Tsuboyama_2023_1ORC,0.002127408818879184,42.346299265579525
15B,int8_wo,RD23A_HUMAN_Tsuboyama_2023_1IFY,0.007639130169476704,26.479554512361833
15B,int8_wo,RDRP_I33A0_Li_2023,-0.0015708616784499974,13.721384865424156
15B,int8_wo,REV_HV1H2_Fernandes_2016,0.0016139063460194336,18.761591963571018
15B,int8_wo,RFAH_ECOLI_Tsuboyama_2023_2LCL,-0.001115678003708681,32.230221494032556
15B,int8_wo,RL20_AQUAE_Tsuboyama_2023_1GYZ,0.004865229987078168,45.87843332506315
15B,int8_wo,RL40A_YEAST_Mavor_2016,-0.0015356718074658327,24.319106328770182
15B,int8_wo,RL40A_YEAST_Roscoe_2013,-0.003675446014856476,23.664229481002288
15B,int8_wo,RL40A_YEAST_Roscoe_2014,-0.0030388312086632174,24.63839610568284
15B,int8_wo,RNC_ECOLI_Weeks_2023,0.001622475067237672,33.25763561176902
15B,int8_wo,RPC1_BP434_Tsuboyama_2023_1R69,0.0030210311676592827,68.2422898982457
15B,int8_wo,RPC1_LAMBD_Li_2019_high-expression,0.0029335653520059513,22.68935333033798
15B,int8_wo,RPC1_LAMBD_Li_2019_low-expression,0.002924275914550023,22.68935333033798
15B,int8_wo,RS15_GEOSE_Tsuboyama_2023_1A32,-0.0007770724559330033,34.504580048807824
15B,int8_wo,S22A1_HUMAN_Yee_2023_abundance,0.002548856387089571,26.065895988983886
15B,int8_wo,S22A1_HUMAN_Yee_2023_activity,0.0028882455797193396,26.23039354341572
15B,int8_wo,SAV1_MOUSE_Tsuboyama_2023_2YSB,-0.0034656102281601098,14.181468139325053
15B,int8_wo,SBI_STAAM_Tsuboyama_2023_2JVG,0.007435625480201713,15.943690084893122
15B,int8_wo,SC6A4_HUMAN_Young_2021,-0.0001281542257220991,30.331248835895984
15B,int8_wo,SCIN_STAAR_Tsuboyama_2023_2QFF,0.011399421498726359,17.32074315475813
15B,int8_wo,SDA_BACSU_Tsuboyama_2023_1PV0,-0.0006833962778075575,53.593812855414534
15B,int8_wo,SERC_HUMAN_Xie_2023,3.927701740524814e-05,32.29811748216158
15B,int8_wo,SHOC2_HUMAN_Kwon_2022,0.007231605257610518,11.919593726246141
15B,int8_wo,SOX30_HUMAN_Tsuboyama_2023_7JJK,-0.0034897444759083296,15.457666526912496
15B,int8_wo,SPA_STAAU_Tsuboyama_2023_1LP1,0.0199315033154078,9.704319847072728
15B,int8_wo,SPG1_STRSG_Olson_2014,0.009100224508562627,22.35436558668564
15B,int8_wo,SPG1_STRSG_Wu_2016,-0.0017616890732817247,25.523749183539444
15B,int8_wo,SPG2_STRSG_Tsuboyama_2023_5UBS,0.008411607483954975,21.6681678263029
15B,int8_wo,SPTN1_CHICK_Tsuboyama_2023_1TUD,0.0005970582837323546,18.523246084807255
15B,int8_wo,SQSTM_MOUSE_Tsuboyama_2023_2RRU,0.0024899289563619087,10.710329629405479
15B,int8_wo,SR43C_ARATH_Tsuboyama_2023_2N88,-0.0027994320306449216,24.94631203022329
15B,int8_wo,SRBS1_HUMAN_Tsuboyama_2023_2O2W,0.0024997566443566432,23.761932888313883
15B,int8_wo,SRC_HUMAN_Ahler_2019,0.0015384926270113342,27.69376840296057
15B,int8_wo,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,0.0009186305830605201,27.496863528894412
15B,int8_wo,SRC_HUMAN_Nguyen_2022,0.0008720877078272071,27.694074458320518
15B,int8_wo,SUMO1_HUMAN_Weile_2017,0.00797289358385389,18.606206773712607
15B,int8_wo,SYUA_HUMAN_Newberry_2020,0.0033248712483266996,15.670318848326126
15B,int8_wo,TADBP_HUMAN_Bolognesi_2019,-4.7983853188902914e-05,11.005761059770755
15B,int8_wo,TAT_HV1BR_Fernandes_2016,0.004641319080518201,5.974643900814631
15B,int8_wo,TCRG1_MOUSE_Tsuboyama_2023_1E0L,-0.007706337300695476,16.79208659342851
15B,int8_wo,THO1_YEAST_Tsuboyama_2023_2WQG,0.0036080720271993716,16.718939838412254
15B,int8_wo,TNKS2_HUMAN_Tsuboyama_2023_5JRT,0.0014449271910351724,57.93539874288172
15B,int8_wo,TPK1_HUMAN_Weile_2017,-0.002098143214345205,25.15066658894349
15B,int8_wo,TPMT_HUMAN_Matreyek_2018,0.0029265169140159086,29.034401186019124
15B,int8_wo,TPOR_HUMAN_Bridgford_2020,-0.010457051763833103,17.850594215121216
15B,int8_wo,TRPC_SACS2_Chan_2017,5.995813229986435e-05,33.81860724651402
15B,int8_wo,TRPC_THEMA_Chan_2017,-0.0025397981579394213,35.37583713873104
15B,int8_wo,UBC9_HUMAN_Weile_2017,-0.0005161243327135301,24.20209154429202
15B,int8_wo,UBE4B_HUMAN_Tsuboyama_2023_3L1X,0.0014926259820509102,30.722632308342476
15B,int8_wo,UBR5_HUMAN_Tsuboyama_2023_1I2T,0.0014861221536018876,25.034928302940884
15B,int8_wo,VG08_BPP22_Tsuboyama_2023_2GP8,0.0017383175092331449,28.962238249693417
15B,int8_wo,VILI_CHICK_Tsuboyama_2023_1YU5,-0.0011662962088219708,30.739869011304883
15B,int8_wo,VKOR1_HUMAN_Chiasson_2020_abundance,0.00033777788967570554,23.713865836233026
15B,int8_wo,VKOR1_HUMAN_Chiasson_2020_activity,-0.0008550068758361173,26.38393858015212
15B,int8_wo,VRPI_BPT7_Tsuboyama_2023_2WNM,0.007392570009117916,20.136293405974072
15B,int8_wo,YAIA_ECOLI_Tsuboyama_2023_2KVT,-0.0002535401620615829,28.026448231582076
15B,int8_wo,YAP1_HUMAN_Araya_2012,0.004452127452334087,15.987817440344305
15B,int8_wo,YNZC_BACSU_Tsuboyama_2023_2JVD,0.001210577502915089,34.437885632159
15B,fp8_dyn,A0A192B1T2_9HIV1_Haddox_2018,-0.006067496572517095,3.4904636596329195
15B,fp8_dyn,A0A1I9GEU1_NEIME_Kennouche_2019,0.0007317394397847003,14.153829485872945
15B,fp8_dyn,A0A247D711_LISMN_Stadelmann_2021,-0.001339440839033798,12.70172110381765
15B,fp8_dyn,A0A2Z5U3Z0_9INFA_Doud_2016,0.0022682563934900424,12.619198612254019
15B,fp8_dyn,A0A2Z5U3Z0_9INFA_Wu_2014,-0.0007190789916016183,12.272249249692964
15B,fp8_dyn,A4D664_9INFA_Soh_2019,-0.005338165031150366,6.745960029069496
15B,fp8_dyn,A4GRB6_PSEAI_Chen_2020,0.00654793961866762,12.925497087555682
15B,fp8_dyn,A4_HUMAN_Seuma_2022,-0.009230143010305392,7.454559428643105
15B,fp8_dyn,AACC1_PSEAI_Dandage_2018,-0.002742384612645865,17.5035191969704
15B,fp8_dyn,ACE2_HUMAN_Chan_2020,0.008552545250944593,14.752903611940404
15B,fp8_dyn,ADRB2_HUMAN_Jones_2020,-0.000568405963582097,19.828279525801356
15B,fp8_dyn,AICDA_HUMAN_Gajula_2014_3cycles,0.0011724471157992244,20.79556414289775
15B,fp8_dyn,AMFR_HUMAN_Tsuboyama_2023_4G3O,-0.004709166324081804,25.99802132650914
15B,fp8_dyn,AMIE_PSEAE_Wrenbeck_2017,0.0064370849858274015,9.15100864539913
15B,fp8_dyn,ANCSZ_Hobbs_2022,0.0019605188805731366,18.98096097266664
15B,fp8_dyn,ARGR_ECOLI_Tsuboyama_2023_1AOY,-0.01588044529516497,6.075075832236137
15B,fp8_dyn,B2L11_HUMAN_Dutta_2010_binding-Mcl-1,0.018440893761967003,12.758971721317792
15B,fp8_dyn,BBC1_YEAST_Tsuboyama_2023_1TG0,5.5268012124520816e-05,13.997058663827202
15B,fp8_dyn,BCHB_CHLTE_Tsuboyama_2023_2KRU,8.284641675138094e-05,18.221328544258874
15B,fp8_dyn,BLAT_ECOLX_Deng_2012,0.006885852820951999,8.255463855290675
15B,fp8_dyn,BLAT_ECOLX_Firnberg_2014,0.01320535289939928,8.259050060683258
15B,fp8_dyn,BLAT_ECOLX_Jacquier_2013,0.007357085354941839,7.3166860232656035
15B,fp8_dyn,BLAT_ECOLX_Stiffler_2015,0.012768526907657118,8.255463855290675
15B,fp8_dyn,C6KNH7_9INFA_Lee_2018,-0.004261834866772285,8.670797096038884
15B,fp8_dyn,CALM1_HUMAN_Weile_2017,0.0009874228376779148,9.941308899355354
15B,fp8_dyn,CAPSD_AAV2S_Sinai_2021,-0.009892576740680697,6.350632360385189
15B,fp8_dyn,CASP3_HUMAN_Roychowdhury_2020,0.0006785487856393324,9.598488176373962
15B,fp8_dyn,CASP7_HUMAN_Roychowdhury_2020,0.004550688178240336,10.893960396417404
15B,fp8_dyn,CATR_CHLRE_Tsuboyama_2023_2AMI,0.0023034073473667815,22.37745590387021
15B,fp8_dyn,CBPA2_HUMAN_Tsuboyama_2023_1O6X,0.00555108041043495,23.60658342652749
15B,fp8_dyn,CBS_HUMAN_Sun_2020,0.0010637284857342166,13.870390539881685
15B,fp8_dyn,CBX4_HUMAN_Tsuboyama_2023_2K28,-0.009457842169982134,16.386059373120524
15B,fp8_dyn,CCDB_ECOLI_Adkar_2012,0.002328566590016512,9.150632377735356
15B,fp8_dyn,CCDB_ECOLI_Tripathi_2016,0.0037151296451172766,9.149724749539299
15B,fp8_dyn,CCR5_HUMAN_Gill_2023,-0.0006690226452188974,17.6542923718634
15B,fp8_dyn,CD19_HUMAN_Klesmith_2019_FMC_singles,0.006828874177848304,6.654971611513315
15B,fp8_dyn,CP2C9_HUMAN_Amorosi_2021_abundance,0.0011951821642387506,17.26045211133528
15B,fp8_dyn,CP2C9_HUMAN_Amorosi_2021_activity,0.002986088065670023,16.197098928585635
15B,fp8_dyn,CSN4_MOUSE_Tsuboyama_2023_1UFM,0.005557319580001496,21.41939805266531
15B,fp8_dyn,CUE1_YEAST_Tsuboyama_2023_2MYX,0.003622710448786537,19.746221363661526
15B,fp8_dyn,D7PM05_CLYGR_Somermeyer_2022,-0.02879721218223412,3.4453387556669917
15B,fp8_dyn,DLG4_HUMAN_Faure_2021,0.006780351317537403,19.968050432236282
15B,fp8_dyn,DLG4_RAT_McLaughlin_2012,0.0028392879349602995,13.42453595158005
15B,fp8_dyn,DN7A_SACS2_Tsuboyama_2023_1JIC,-0.0024651374440733953,7.902076837136104
15B,fp8_dyn,DNJA1_HUMAN_Tsuboyama_2023_2LO1,0.0012302140573050568,29.488841550966114
15B,fp8_dyn,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,-0.0018547471893559653,19.867326461572336
15B,fp8_dyn,DYR_ECOLI_Nguyen_2023,0.003229132024237802,27.463406646311928
15B,fp8_dyn,DYR_ECOLI_Thompson_2019,-0.0009176225480680422,24.276957598560422
15B,fp8_dyn,ENVZ_ECOLI_Ghose_2023,-0.004884210197286298,9.315515322676095
15B,fp8_dyn,ENV_HV1B9_DuenasDecamp_2016,0.00749865525270621,4.459134530880909
15B,fp8_dyn,ENV_HV1BR_Haddox_2016,-0.014118000064239605,2.544636212343698
15B,fp8_dyn,EPHB2_HUMAN_Tsuboyama_2023_1F0M,0.003922968747372413,30.94410891236816
15B,fp8_dyn,ESTA_BACSU_Nutschel_2020,-0.0018275360601457957,14.315385039655913
15B,fp8_dyn,F7YBW8_MESOW_Aakre_2015,0.0026703027156053105,18.85243319770576
15B,fp8_dyn,F7YBW8_MESOW_Ding_2023,-0.011876412692997607,38.69248952371976
15B,fp8_dyn,FECA_ECOLI_Tsuboyama_2023_2D1U,-0.0027142085519155645,14.296334151634083
15B,fp8_dyn,FKBP3_HUMAN_Tsuboyama_2023_2KFV,-0.02491719730633052,6.424332159367842
15B,fp8_dyn,GAL4_YEAST_Kitzman_2015,0.0018685695388378498,16.090876563471138
15B,fp8_dyn,GCN4_YEAST_Staller_2018,0.0008464490241714973,40.24444592562265
15B,fp8_dyn,GDIA_HUMAN_Silverstein_2021,-0.0008278923654262971,12.236062267219058
15B,fp8_dyn,GFP_AEQVI_Sarkisyan_2016,-0.04645829464280418,2.6080312607856095
15B,fp8_dyn,GLPA_HUMAN_Elazar_2016,0.010069931751536199,13.89703927832008
15B,fp8_dyn,GRB2_HUMAN_Faure_2021,-0.006266590133979677,17.637650808093653
15B,fp8_dyn,HCP_LAMBD_Tsuboyama_2023_2L6Q,-0.005716132399352092,16.47042103492288
15B,fp8_dyn,HECD1_HUMAN_Tsuboyama_2023_3DKM,0.008511267664750188,15.244858974724202
15B,fp8_dyn,HEM3_HUMAN_Loggerenberg_2023,0.0005336776547730238,19.926825590320444
15B,fp8_dyn,HIS7_YEAST_Pokusaeva_2019,-0.01534024350948221,8.459554422387496
15B,fp8_dyn,HMDH_HUMAN_Jiang_2019,0.002932562429243002,11.933515208586343
15B,fp8_dyn,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,0.0038452485948946014,11.476151277613623
15B,fp8_dyn,HSP82_YEAST_Flynn_2019,-0.0007217435696802998,12.805029243257826
15B,fp8_dyn,HSP82_YEAST_Mishra_2016,-0.0050438166972386345,15.90228651616784
15B,fp8_dyn,HXK4_HUMAN_Gersing_2022_activity,0.0007236478753530617,12.792746617534199
15B,fp8_dyn,HXK4_HUMAN_Gersing_2023_abundance,0.00045026539256481923,12.665256751458456
15B,fp8_dyn,I6TAH8_I68A0_Doud_2015,-0.037802330761756,2.227557168127179
15B,fp8_dyn,IF1_ECOLI_Kelsic_2016,0.007100453914643201,18.709705319111965
15B,fp8_dyn,ILF3_HUMAN_Tsuboyama_2023_2L33,0.003120649526282687,12.391669512535893
15B,fp8_dyn,ISDH_STAAW_Tsuboyama_2023_2LHR,-0.0014890142623550928,14.243563887541573
15B,fp8_dyn,KCNE1_HUMAN_Muhammad_2023_expression,-0.0024630187115784047,10.965558629761977
15B,fp8_dyn,KCNE1_HUMAN_Muhammad_2023_function,0.004542266809049289,10.962651089459351
15B,fp8_dyn,KCNJ2_MOUSE_Coyote-Maestas_2022_function,-0.0003193733232892959,17.929180485098193
15B,fp8_dyn,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,-0.0006825163281843905,17.983319829546762
15B,fp8_dyn,KKA2_KLEPN_Melnikov_2014,0.0009158326341284218,16.420777856316246
15B,fp8_dyn,LGK_LIPST_Klesmith_2015,-0.0013412814972441067,17.303909579658416
